epoca,loss_train,loss_validation,validation_acc,validation_qwk,y_0,y_hat_0,loss_test-0,test-0_acc,test-0_qwk
0,,,,,"[3, 3, 4, 3, 3, 1, 3, 3, 1, 3, 1, 3, 1, 4, 4, 3, 1, 3, 2, 1, 2, 1, 2, 2, 4, 2, 1, 3, 2, 3, 1, 3, 4, 3, 5, 3, 3, 1, 4, 3, 4, 4, 4, 5, 2, 3, 4, 3, 3, 2, 4, 5, 3, 3, 4, 4, 3, 4, 3, 1, 2, 1, 3, 1, 1, 4, 1, 4, 5, 3, 3, 2, 4, 3, 3, 3, 1, 1, 4, 4, 4, 5, 3, 1, 5, 3, 4, 2, 1, 2, 3, 3, 4, 2, 3, 4, 1, 4, 3, 3, 4, 2, 3, 0, 4, 3, 1, 2, 4, 3, 3, 5, 3, 4, 1, 4, 4, 4, 4, 3, 4, 1, 4, 3, 1, 3, 4, 2, 1, 2, 4, 1, 1, 4, 2, 1, 1, 4]","[4, 4, 4, 0, 1, 0, 4, 0, 1, 4, 4, 0, 4, 0, 0, 0, 4, 4, 0, 4, 0, 0, 4, 4, 4, 0, 4, 4, 4, 0, 4, 4, 0, 0, 0, 4, 0, 0, 0, 4, 0, 4, 4, 0, 4, 0, 1, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 0, 0, 4, 0, 0, 0, 4, 4, 4, 1, 0, 0, 0, 0, 0, 4, 4, 4, 1, 0, 0, 0, 0, 4, 4, 4, 4, 0, 4, 4, 0, 0, 0, 4, 4, 4, 0, 4, 0, 0, 4, 0, 1, 0, 0, 0, 0, 4, 0, 0, 4, 4, 0, 4, 4, 1, 0, 0, 0, 1, 4, 0, 4, 1, 4, 0, 4, 4, 4, 4, 0, 0, 4]",1.3557052314281464,13.043478012084961,-0.10643274853801166
1,0.49818190932273865,1.236562728881836,44.69696807861328,0.27542247257634156,"[3, 3, 4, 3, 3, 1, 3, 3, 1, 3, 1, 3, 1, 4, 4, 3, 1, 3, 2, 1, 2, 1, 2, 2, 4, 2, 1, 3, 2, 3, 1, 3, 4, 3, 5, 3, 3, 1, 4, 3, 4, 4, 4, 5, 2, 3, 4, 3, 3, 2, 4, 5, 3, 3, 4, 4, 3, 4, 3, 1, 2, 1, 3, 1, 1, 4, 1, 4, 5, 3, 3, 2, 4, 3, 3, 3, 1, 1, 4, 4, 4, 5, 3, 1, 5, 3, 4, 2, 1, 2, 3, 3, 4, 2, 3, 4, 1, 4, 3, 3, 4, 2, 3, 0, 4, 3, 1, 2, 4, 3, 3, 5, 3, 4, 1, 4, 4, 4, 4, 3, 4, 1, 4, 3, 1, 3, 4, 2, 1, 2, 4, 1, 1, 4, 2, 1, 1, 4]","[3, 3, 3, 4, 3, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 4, 3, 4, 4, 3, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 4, 3, 4, 4, 4, 4, 3, 3, 3, 3, 4, 3, 4, 3, 3, 4, 4, 3, 3, 4, 4, 4, 3, 3, 3, 3, 3, 4, 3, 4, 4, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 4, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 4, 3]",1.2549765408039093,35.50724792480469,0.22897124404121183
2,0.45834922790527344,1.2198015451431274,44.69696807861328,0.27542247257634156,,,1.2461894154548645,33.33333206176758,0.13307437778736864
3,0.4867965877056122,1.2101140320301056,44.69696807861328,0.27542247257634156,,,1.2251225411891937,33.33333206176758,0.1499042850831983
4,0.44956493377685547,1.2017687559127808,43.93939208984375,0.22623563050708984,,,1.217286378145218,32.60869598388672,0.15841440394946993
5,0.4677732288837433,1.2076728343963623,43.93939208984375,0.22623563050708984,,,1.2069989144802094,33.33333206176758,0.1529276363113221
6,0.43473920226097107,1.1912609338760376,43.93939208984375,0.22623563050708984,,,1.1973451673984528,34.78260803222656,0.23670253068646763
7,0.4101297855377197,1.2047418653964996,42.42424392700195,0.22480171365715262,,,1.2002082467079163,33.33333206176758,0.19771361571156376
8,0.4339148998260498,1.204521507024765,42.42424392700195,0.21864970531598293,,,1.1881822347640991,35.50724792480469,0.30811615785554725
9,0.36720481514930725,1.2039070427417755,41.66666793823242,0.2179598953792502,,,1.1886388659477234,34.78260803222656,0.3008914218909834
10,0.40328705310821533,1.2011441588401794,41.66666793823242,0.22933730454207002,,,1.1788542866706848,35.50724792480469,0.32167124475928877
11,0.42751848697662354,1.2154499888420105,43.181819915771484,0.27197116717493763,,,1.1832009255886078,34.78260803222656,0.3684359518754423
12,0.4023468494415283,1.2118119299411774,40.15151596069336,0.21578248571263636,,,1.1914252042770386,36.956520080566406,0.36363636363636365
13,0.3829938471317291,1.2274363338947296,42.42424392700195,0.3133681931019914,"[3, 3, 4, 3, 3, 1, 3, 3, 1, 3, 1, 3, 1, 4, 4, 3, 1, 3, 2, 1, 2, 1, 2, 2, 4, 2, 1, 3, 2, 3, 1, 3, 4, 3, 5, 3, 3, 1, 4, 3, 4, 4, 4, 5, 2, 3, 4, 3, 3, 2, 4, 5, 3, 3, 4, 4, 3, 4, 3, 1, 2, 1, 3, 1, 1, 4, 1, 4, 5, 3, 3, 2, 4, 3, 3, 3, 1, 1, 4, 4, 4, 5, 3, 1, 5, 3, 4, 2, 1, 2, 3, 3, 4, 2, 3, 4, 1, 4, 3, 3, 4, 2, 3, 0, 4, 3, 1, 2, 4, 3, 3, 5, 3, 4, 1, 4, 4, 4, 4, 3, 4, 1, 4, 3, 1, 3, 4, 2, 1, 2, 4, 1, 1, 4, 2, 1, 1, 4]","[3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 3, 4, 3, 4, 4, 4, 3, 3, 4, 3, 4, 4, 3, 3, 3, 4, 1, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 3, 4, 4, 3, 4, 4, 3, 1, 3, 4, 3, 3, 4, 1, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4, 1, 4, 3, 4, 4, 3, 3, 4, 4, 4, 3, 3, 3, 1, 3, 4, 3, 4, 4, 1, 4, 3, 4, 3, 1, 3, 1, 3, 3, 4, 3, 4, 4, 4, 4, 3, 3, 4, 3, 3, 4, 3, 3, 3, 1, 4, 4, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 1, 1, 4]",1.191888153553009,37.68115997314453,0.41573916459342664
14,0.41002821922302246,1.2226256132125854,43.93939208984375,0.3325082942756332,"[3, 3, 4, 3, 3, 1, 3, 3, 1, 3, 1, 3, 1, 4, 4, 3, 1, 3, 2, 1, 2, 1, 2, 2, 4, 2, 1, 3, 2, 3, 1, 3, 4, 3, 5, 3, 3, 1, 4, 3, 4, 4, 4, 5, 2, 3, 4, 3, 3, 2, 4, 5, 3, 3, 4, 4, 3, 4, 3, 1, 2, 1, 3, 1, 1, 4, 1, 4, 5, 3, 3, 2, 4, 3, 3, 3, 1, 1, 4, 4, 4, 5, 3, 1, 5, 3, 4, 2, 1, 2, 3, 3, 4, 2, 3, 4, 1, 4, 3, 3, 4, 2, 3, 0, 4, 3, 1, 2, 4, 3, 3, 5, 3, 4, 1, 4, 4, 4, 4, 3, 4, 1, 4, 3, 1, 3, 4, 2, 1, 2, 4, 1, 1, 4, 2, 1, 1, 4]","[3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 3, 4, 3, 4, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 3, 4, 2, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 4, 3, 4, 4, 1, 3, 3, 4, 3, 4, 4, 3, 1, 3, 4, 3, 3, 4, 1, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 3, 3, 4, 4, 3, 3, 4, 4, 4, 3, 3, 3, 1, 3, 4, 3, 4, 4, 1, 4, 3, 4, 3, 1, 3, 1, 3, 3, 1, 3, 4, 4, 4, 4, 3, 3, 4, 3, 3, 4, 3, 3, 3, 1, 4, 4, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 1, 1, 4]",1.1830514669418335,36.23188400268555,0.4473649276516659
15,0.3582819998264313,1.225359469652176,43.93939208984375,0.32769320532541246,,,1.191347062587738,36.23188400268555,0.4473649276516659
16,0.356025367975235,1.2279329001903534,44.69696807861328,0.35023813262155223,"[3, 3, 4, 3, 3, 1, 3, 3, 1, 3, 1, 3, 1, 4, 4, 3, 1, 3, 2, 1, 2, 1, 2, 2, 4, 2, 1, 3, 2, 3, 1, 3, 4, 3, 5, 3, 3, 1, 4, 3, 4, 4, 4, 5, 2, 3, 4, 3, 3, 2, 4, 5, 3, 3, 4, 4, 3, 4, 3, 1, 2, 1, 3, 1, 1, 4, 1, 4, 5, 3, 3, 2, 4, 3, 3, 3, 1, 1, 4, 4, 4, 5, 3, 1, 5, 3, 4, 2, 1, 2, 3, 3, 4, 2, 3, 4, 1, 4, 3, 3, 4, 2, 3, 0, 4, 3, 1, 2, 4, 3, 3, 5, 3, 4, 1, 4, 4, 4, 4, 3, 4, 1, 4, 3, 1, 3, 4, 2, 1, 2, 4, 1, 1, 4, 2, 1, 1, 4]","[3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 3, 4, 3, 4, 4, 4, 3, 3, 4, 3, 4, 1, 3, 3, 3, 4, 2, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 4, 3, 4, 4, 1, 3, 1, 4, 3, 4, 4, 3, 1, 3, 4, 3, 3, 4, 1, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 3, 3, 4, 4, 3, 3, 4, 4, 4, 3, 3, 3, 1, 3, 4, 3, 4, 4, 1, 4, 3, 4, 3, 1, 3, 1, 3, 3, 1, 3, 4, 4, 4, 4, 3, 3, 4, 3, 3, 4, 3, 3, 3, 1, 4, 4, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 1, 1, 4]",1.1942493617534637,36.956520080566406,0.44603567243848463
17,0.3392188251018524,1.2358405888080597,45.45454406738281,0.3868242367698129,"[3, 3, 4, 3, 3, 1, 3, 3, 1, 3, 1, 3, 1, 4, 4, 3, 1, 3, 2, 1, 2, 1, 2, 2, 4, 2, 1, 3, 2, 3, 1, 3, 4, 3, 5, 3, 3, 1, 4, 3, 4, 4, 4, 5, 2, 3, 4, 3, 3, 2, 4, 5, 3, 3, 4, 4, 3, 4, 3, 1, 2, 1, 3, 1, 1, 4, 1, 4, 5, 3, 3, 2, 4, 3, 3, 3, 1, 1, 4, 4, 4, 5, 3, 1, 5, 3, 4, 2, 1, 2, 3, 3, 4, 2, 3, 4, 1, 4, 3, 3, 4, 2, 3, 0, 4, 3, 1, 2, 4, 3, 3, 5, 3, 4, 1, 4, 4, 4, 4, 3, 4, 1, 4, 3, 1, 3, 4, 2, 1, 2, 4, 1, 1, 4, 2, 1, 1, 4]","[3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 3, 4, 3, 4, 4, 4, 3, 3, 4, 3, 1, 1, 3, 3, 3, 1, 2, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 4, 3, 4, 4, 1, 3, 1, 4, 3, 4, 4, 3, 1, 3, 4, 3, 3, 4, 1, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 1, 3, 3, 4, 4, 3, 3, 4, 4, 4, 3, 3, 3, 1, 3, 4, 3, 4, 4, 1, 4, 3, 4, 3, 1, 3, 1, 3, 3, 1, 3, 4, 4, 4, 4, 3, 3, 4, 3, 3, 4, 3, 3, 3, 1, 4, 4, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 1, 1, 4]",1.2018798291683197,36.956520080566406,0.469800386349002
18,0.3114703595638275,1.2278892993927002,45.45454406738281,0.3868242367698129,,,1.191261112689972,36.23188400268555,0.4561933534743202
19,0.34874317049980164,1.2273520529270172,46.212120056152344,0.388036410923277,"[3, 3, 4, 3, 3, 1, 3, 3, 1, 3, 1, 3, 1, 4, 4, 3, 1, 3, 2, 1, 2, 1, 2, 2, 4, 2, 1, 3, 2, 3, 1, 3, 4, 3, 5, 3, 3, 1, 4, 3, 4, 4, 4, 5, 2, 3, 4, 3, 3, 2, 4, 5, 3, 3, 4, 4, 3, 4, 3, 1, 2, 1, 3, 1, 1, 4, 1, 4, 5, 3, 3, 2, 4, 3, 3, 3, 1, 1, 4, 4, 4, 5, 3, 1, 5, 3, 4, 2, 1, 2, 3, 3, 4, 2, 3, 4, 1, 4, 3, 3, 4, 2, 3, 0, 4, 3, 1, 2, 4, 3, 3, 5, 3, 4, 1, 4, 4, 4, 4, 3, 4, 1, 4, 3, 1, 3, 4, 2, 1, 2, 4, 1, 1, 4, 2, 1, 1, 4]","[3, 3, 3, 4, 3, 4, 3, 4, 3, 3, 3, 4, 3, 4, 4, 4, 3, 3, 4, 3, 1, 1, 3, 3, 3, 1, 2, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 3, 4, 4, 3, 4, 4, 1, 3, 1, 4, 2, 4, 4, 3, 1, 3, 4, 3, 3, 4, 1, 4, 4, 4, 4, 3, 4, 3, 3, 3, 3, 1, 3, 3, 4, 4, 3, 3, 4, 4, 4, 2, 3, 3, 1, 3, 4, 3, 4, 4, 1, 4, 3, 4, 3, 1, 3, 1, 3, 3, 1, 3, 4, 4, 4, 4, 3, 3, 4, 3, 3, 4, 3, 3, 3, 1, 4, 4, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 1, 1, 4]",1.1931409537792206,38.40579605102539,0.47760810984216606
